,project_link,title,description,card_category,amt_raised,days_left
41,https://www.indiegogo.com/projects/photo-album-pre-orders/pica,Photo Album Pre Orders,"I have lots of photos to share with you! Help me order prints, stick em together & send em to ya!",Photography,$141 USD raised 28%,Ended
42,https://www.indiegogo.com/projects/edinburgh-college-ba-at-free-range-london/pica,Edinburgh College BA at Free Range London,Edinburgh College BA Photography at Free Range 2015,Photography,£695 GBP raised 35%,Ended
43,https://www.indiegogo.com/projects/amber-s-photography-dream/pica,Amber's Photography Dream,Shine that light! Saving up for a camera and photography classes.,Photography,£70 GBP raised 14%,Ended
44,https://www.indiegogo.com/projects/rodz-n-rust/pica,Rodz N' Rust,"Rodz N' Rust  - a photographic journey of automotive rust and renewal in 300 images, 160pgs.",Photography,$330 USD raised 2%,Ended
45,https://www.indiegogo.com/projects/war-zone-freelance-exhibition-2016--3/pica,War Zone Freelance Exhibition 2016,Support and  experience the work of freelance journalists covering conflicts worldwide.,Photography,$270 USD raised 5%,Ended
46,https://www.indiegogo.com/projects/heading-west-a-miron-zownir-photo-project/pica,HEADING WEST - A MIRON ZOWNIR PHOTO PROJECT,USA Election year 2016 – MironZownir explores outsiders and social underclasses on the US West Coast,Photography,"€1,860 EUR raised 23%",Ended
47,https://www.indiegogo.com/projects/the-upstate-terroir-project-cultivating-cny/pica,The Upstate Terroir Project: Cultivating CNY,Honoring the heart and soul of Upstate NY farmers through photo journalism.,Photography,$105 USD raised 1%,Ended
48,https://www.indiegogo.com/projects/autos-clasicos-en-latinoamerica-calendario-2019/pica,Autos Clásicos en Latinoamérica Calendario 2019,Latinoamérica ayúdame a seguir divulgando nuestra historia y cultura entusiasta por los clásicos!,Photography,$170 USD raised 3%,Ended
49,https://www.indiegogo.com/projects/the-fence-new-mexico/pica,The Fence New Mexico,600 feet of photography exhibited outdoors in the Railyard Park of Santa Fe for 3 months.,Photography,"$4,906 USD raised 55%",Ended
50,https://www.indiegogo.com/projects/oriol-s-stolen-camera-equipment-replacement-fund/pica,Oriol's Stolen Camera Equipment Replacement Fund,Replacement fund campaign for a photographer after camera equipment theft,Photography,"€1,025 EUR raised 34%",Ended
51,https://www.indiegogo.com/projects/the-freedom-project/pica,The Freedom Project,"Fine art photography capturing the wildness, raw beauty and freedom of female nudity.",Photography,"$3,684 USD raised 25%",Ended
52,https://www.indiegogo.com/projects/the-hellfire-club/pica,The Hellfire Club,An ever expanding gallery of steampunk themed artistic nude photographs exclusively for everyone.,Photography,£55 GBP raised 0%,Ended
53,https://www.indiegogo.com/projects/trusted-image/pica,Trusted image,Create photos that you will own and everyone can trust them. Help the photo bring back the credit!,Photography,$375 USD raised 0%,Ended
54,https://www.indiegogo.com/projects/behind-the-bear-s-cage/pica,Behind The Bear's Cage,"A look at the fascinating, largely misunderstood world of storm chasing in the United States.",Photography,"$2,241 USD raised 56%",Ended
