,project_link,title,description,card_category,amt_raised,days_left
29,https://www.indiegogo.com/projects/bay-area-peace-lantern-ceremony-emergency-appeal/pica,Bay Area Peace Lantern Ceremony Emergency Appeal,Help us meet the challenge of providing a peace-inspiring event for thousands!,Human Rights,"$2,046 USD raised 21%",Ended
30,https://www.indiegogo.com/projects/against-child-women-sex-trafficking-in-cambodia--6/pica,Against Child & Women Sex Trafficking in Cambodia,Against Child & Women Sex Trafficking,Human Rights,$320 USD raised 3%,Ended
31,https://www.indiegogo.com/projects/heroes-don-t-have-to-wear-capes/pica,Heroes Don’t Have to Wear Capes,Honoring Dads Around the World This Father’s Day,Human Rights,$650 USD raised 13%,Ended
32,https://www.indiegogo.com/projects/paye-together-for-change--3/pica,Payé- Together for change,Step forward,Human Rights,€250 EUR raised 50%,Ended
33,https://www.indiegogo.com/projects/feed-the-hood-project--9/pica,Feed the Hood Project,Our goal is to provide 150 care packages for those in need,Human Rights,$225 USD raised 45%,Ended
34,https://www.indiegogo.com/projects/help-bring-trafficked-women-s-voices-to-the-world/pica,Help bring trafficked women's voices to the world,Support an exhibition of photography by Nigerian women who escaped slavery,Human Rights,"£1,681 GBP raised 32%",Ended
35,https://www.indiegogo.com/projects/the-ghost-people-of-tanzania/pica,The Ghost People of Tanzania,Visual advocacy project aimed at eliminating discrimination & attacks against people with albinism.,Human Rights,"$4,255 USD raised 85%",Ended
36,https://www.indiegogo.com/projects/beard-brothers-buys-an-ambulance/pica,Beard Brothers Buys an Ambulance,Donate for a good cause and help us buy an ambulance!,Human Rights,"$3,320 USD raised 15%",Ended
37,https://www.indiegogo.com/projects/coding-school-for-refugees--2/pica,Coding school for refugees,We teach refugees to become web developers.,Human Rights,$695 USD raised 7%,Ended
38,https://www.indiegogo.com/projects/a-georgia-for-all-georgians--2/pica,A Georgia for All Georgians,We are turning a bus into a mobile art installation to show voters that hope is stronger than hate,Human Rights,"$3,012 USD raised 20%",Ended
39,https://www.indiegogo.com/projects/olive-tree-saplings-for-nablus/pica,Olive Tree Saplings for Nablus!,"Boulder-Nablus Sister City Project is raising $5,430 for saplings to plant in and around Nablus.",Human Rights,"$1,890 USD raised 35%",Ended
40,https://www.indiegogo.com/projects/let-s-build-a-homeless-shelter-in-new-brunswick/pica,Let's Build a Homeless Shelter in New Brunswick,New Brunswick has a homeless crisis. Help us solve it.,Human Rights,$120 USD raised 0%,Ended
41,https://www.indiegogo.com/projects/minnesota-s-moral-injury/pica,Minnesota's Moral Injury,"2,000,000 people worldwide have overcome effects of trauma using EMDR. Don't MN veterans deserve it?",Human Rights,"$10,715 USD raised 71%",Ended
42,https://www.indiegogo.com/projects/n-tahoe-restorative-leadership-training-project/pica,N.Tahoe Restorative Leadership Training Project,The NTRLTP will train 20 North Tahoe community leaders in Restorative Practices.,Human Rights,$930 USD raised 5%,Ended
43,https://www.indiegogo.com/projects/common-planet-mobile-app-by-earthvote-org/pica,Common Planet mobile App by EarthVote.org,"Help us to end global poverty, homelessness, inequality, masters, war, and nuclear weapons",Human Rights,$270 USD raised 1%,Ended
44,https://www.indiegogo.com/projects/cosmopolitan-village-a-platform-for-human-rights/pica,Cosmopolitan Village: a platform for Human Rights,"We’ve got the space at the same time of Biennale Arte 2019, help us fill it with Art&Human Rights",Human Rights,"€3,330 EUR raised 7%",Ended
45,https://www.indiegogo.com/projects/help-feed-and-shelter-yemen-s-people/pica,Help Feed and Shelter Yemen's People,Aid the communities of Yemen in decreasing malnutrition by providing food and basic necessities.,Human Rights,"$3,608 USD raised 36%",Ended
46,https://www.indiegogo.com/projects/boxed-secrets-a-subscription-box-for-women/pica,Boxed Secrets - A Subscription Box for Women,Empowering women by promoting products that encourage body positivity and sexual liberation.,Human Rights,$125 USD raised 0%,Ended
